creator	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Mister Geppetto , a fictional character , is the creator of Pinocchio in the 1883 novel , 1940 film and subsequent versions .
find		verb	TransitivePPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	After a chase throughout the town , Geppetto finally finds Pinocchio and starts teaching him about how to behave .
grandmother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	The private memorial service for Madelyn Dunham , grandmother of US President Barack Obama , was held there in December 2008 .
great-grandfather	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Adolphe Vorderman was a great-grandfather of British television presenter Carol Vorderman .
son	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	She briefly dated -LRB- and was even more briefly engaged to -RRB- Sean Stewart , the son of rock musician Rod Stewart .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Starting in 2007 , Bailon began dating Rob Kardashian , the brother of Kim Kardashian .
grandfather	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Royal Dano was the grandfather of Hutch Dano .
niece	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Shobana , the famous dancer , is the niece of Padmini .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	On April 19 , 2009 , she married fellow writer Jed Whedon , brother of Joss Whedon .
save		verb	TransitivePPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Hit-Girl , who is alive due to body armor , saves Kick-Ass .
grandson	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Cox was allegedly trying to dissuade primary challengers to his son Christopher Nixon Cox , grandson of former President Richard Nixon .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Born in Karachi , Bushra Ansari is the daughter of journalist and writer Ahmad Bashir .
daughter	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Aishwarya , daughter of actress Lakshmi , was also approached for a role in the film but refused the opportunity .
grandmother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Setlutlu was a grandmother of Princes Litali and Sesane .
nephew	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	She first married Major George Steptoe Washington , a nephew of American President George Washington .
nephew	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	She first married Major George Steptoe Washington , a nephew of American President George Washington .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Brad Zellar is the brother of musician Martin Zellar .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Ramesh Babu , brother of Mahesh Babu under their banner Krishna Pictures Private Limited .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Martin Zellar is the brother of writer Brad Zellar .
sister	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Sasha is the younger sister of Tyreese .
born	to	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Bhattadeva was born to Chandra Bharati and Tara Devi in a Brahmin family of Bheragoan , Barpeta , Kamrup .
sister	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Bahar Dutt is the sister of well-known journalist Barkha Dutt .
boss	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Albert Volpe was the boss of the Chicago Outfit in the 1970s .
great-grandniece	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	One of the society 's four co-founders was Eugenia Washington , a great-grandniece of George Washington .
interesting	than	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_copulative	Several reviewers commented that Elsa was more interesting than Anna , `` Frozens primary protagonist .
kill		verb	TransitivePPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	He tells them Anna was killed by Elsa , and that their vows were said just before she died in his arms .
wife	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Ravi Raghavendra is the brother of philanthropist Latha Rajinikanth , the wife of film actor Rajinikanth .
brother	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Ravi Raghavendra is the brother of philanthropist Latha Rajinikanth , the wife of film actor Rajinikanth .
grandson	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1988 she married Wolfgang Porsche , grandson of automotive pioneer Ferdinand Porsche .
nephew	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/relative	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Anirudh is the son of actor Ravi Raghavendra , nephew of Latha Rajinikanth , and cousin of Aishwarya and Soundarya Rajinikanth .
return	in	verb	IntransitivePPFrame	http://dbpedia.org/ontology/capacity	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Building work began in 1998 and Hamburger SV returned to the ground in 2000 .
use piece	on	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Metallica later used a piece of footage by Serrano for their cover on the album `` Load '' .
meet		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Here , Superman meets Batman .
meet		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Issue 3 , where Superman met Batman , was named by IGN as one of `` The Greatest Superman/Batman Stories . ''
consider	unlike	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Unlike Batman , Superman considers himself Clark Kent first and Superman second .
reveal	to	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	In the end , Batman reveals to Superman that the endangered person is Batman himself .
meet		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	On March 2 , 1945 , Superman met Batman and Robin for the first time .
carry		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Later , Superman and Lightray appear carrying a badly beaten Batman and the body of Forager .
come	after	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Batman comes after Superman , but is sidetracked by Orion 's wife Bekka .
throw		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	They overpower Batman and Captain Marvel then throws Superman into the Sun , destroying the worms and giving Superman his strength back .
place	after	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	In May 2011 , Batman placed second on IGN 's Top 100 Comic Book Heroes of All Time , after Superman .
emissary	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Batman becomes the emissary of Superman , whom the Predators believe to be a sun spirit , through a show of strength .
rescue		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Superman rescues Batman at the last minute as the Batcave explodes and takes him to Carrie in the Batmobile .
banned	like	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Like Dookie , `` Kerplunk '' was banned from certain stores because of the cover art .
video	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Black Sabbath 's Paranoid is a video by heavy metal band Black Sabbath .
studio album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Sea Change '' is the eighth studio album by American alternative rock artist Beck , released on September 24 , 2002 .
fifth song	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	`` Lost Cause '' is the fifth song by Beck from his fifth major-label studio album , `` Sea Change '' .
follow-up	to	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Adams released `` Gold '' , the follow-up to `` Heartbreaker '' , in 2001 .
originally record		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	`` Desperado '' was originally recorded by The Eagles in 1973 for the album of the same name .
win contest	with	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	Also in April 1974 , ABBA won the Eurovision Song Contest in Brighton , England , with `` Waterloo '' .
follow-up	to	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	The band returned to the studio in February 1990 to record `` Tyr '' , the follow-up to `` Headless Cross '' .
cultivated	in	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	` Royal Red ' is widely and commonly cultivated in the USA and Europe , notably the UK .
receive award	for	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	Christina Aguilera received the award for her first Spanish language album `` Mi Reflejo '' .
length album	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Astro Lounge '' , released in 1999 , is the second full length album from the Californian rock band Smash Mouth .
rock offshoot	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	Mirage were a progressive rock offshoot from Camel in the 1990s .
studio album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Wings of Tomorrow '' is the second studio album by the Swedish heavy metal band Europe .
record		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	Throwdown recorded `` Haymaker '' , their breakthrough album featuring straight-edge anthem `` Forever , '' for the Trustkill label .
album	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Wacko Magneto '' was the second album of Los Angeles band Ednaswap .
form relation	in	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	The Empire of Japan and the Joseon Dynasty in Korea formed bilateral diplomatic relations in 1876 .
international network	beyond	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_possessive	In 1876 the first international mailing network between Istanbul and the lands beyond the vast Ottoman Empire was established .
first network	beyond	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_possessive	In 1876 the first international mailing network between Istanbul and the lands beyond the vast Ottoman Empire was established .
re-released	as	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	`` Aske '' was later re-released as `` Burzum / Aske '' alongside the songs from Burzum 's debut album .
influence		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Not only is Hollywood influencing Washington with its glamour and money but Washington also influences Hollywood .
co-produced		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Transitive_passive	`` Someone in Control '' was co-produced by Trapt and Don Gilmore .
album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Speed Ballads '' is the second album by the band Republica .
means		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In Turkish , `` Ay '' means `` Moon '' and `` Ayça '' means the `` Crescent '' .
release		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2004 , Akon would release his multi-platinum debut album , `` Trouble . ''
second book	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Her biggest break was when she played Queen Avria in `` Etheria '' , the second book of `` Encantadia '' .
follow-up record	to	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Radio Ethiopia '' was the follow-up record to Smith 's widely acclaimed debut `` Horses '' .
release		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	In 2001 , Enrique released `` Escape '' which has sold over 11 million copies worldwide .
ep	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` El Chupacabra '' is an EP by the heavy metal band Soil .
tell		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Band member Mollie King told the `` Daily Star '' , `` We all thought it was a bit of a cheek .
debut album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Subsets of Sets '' is the 2001 debut album by New Zealand post-rock band Jakob .
released	alongside	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	`` Anvil Vapre '' was also released alongside `` Garbage '' as part of the US version of `` Tri Repetae '' .
studio album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Feminist Sweepstakes '' is the second studio album by the American feminist electroclash band Le Tigre .
seconded	in	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	Then in 1952 -- 1953 , Young was seconded to the Federation of Malaya to be Commissioner of Police during the Emergency .
deputy mayor	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Botnen was deputy mayor of Florø municipality in 1954 , and mayor in 1955 , 1955 -- 1957 and 1959 -- 1961 .
associate	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_possessive	Williams was a Judge 's Associate from 1954 until 1956 and was admitted to the South Australian Bar in 1955 .
production	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_possessive	The Broadway production from 1954 was subsequently performed on NBC television in RCA 's compatible color in 1955 , 1956 and 1960 .
meet	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_possessive	They met in 1955 , were married in 1956 and got divorced in 1975 .
contest final	since	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	The team had n't won a provincial title since 1955 and had n't even contested a provincial final since 1956 .
some	from	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_possessive	In 1957 , some of his early work from 1956 was used by Oakley and Wisner to enumerate hexaflexagons .
nominated	in	adjective	AdjectivePredicativeFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Predicative_Participle_passive	In 1956 , 1957 and 1958 the show was nominated for Emmy Award for Best Comedy Writing -- Variety or Situation Comedy .
execute	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_possessive	Otto Hahn was executed in 1942 in Lviv and Aleksander Riemer was murdered in 1943 in Auschwitz .
live	during	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Intransitive_PP	During 1942 -- 1943 , Julia lived with her son at `` The Dairy Cottage '' ; 120a Allerton Road , Woolton .
mayor	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	He was the mayor in 1937 , 1938 and 1945 .
top scorer	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	Moreover , Erico was the top scorer of 1937 , 1938 and 1939 .
colbert	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_possessive	Colbert in 1937 , but was not officially described until 1938 .
league winner	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 1937 Trillick won its first senior championship , being League winners in 1937 , 1938 and 1939 .
three-time letterman	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	However he was still a three-time lettermen at Syracuse in 1937 , 1938 and 1939 .
year	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SparqlPattern_EN_Noun_PP_appos	He played for the Cardinals for three years in 1937 , 1938 and 1940 .
album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Swing Street '' is an album by composer and singer Barry Manilow , released in 1987 .
promote		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Transitive_Verb	Pearl Jam promoted `` Riot Act '' with tours in Australia , Japan , and North America in 2003 .
lack		verb	TransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#objOfProp	http://lemon-model.net/lemon#subjOfProp	1	SPARQLPattern_EN_Transitive_Verb	The game was first developed for BlackBerry , as the BlackBerry App World lacked Words With Friends style games .
studio album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` La Mia Vita Violenta '' -LRB- -RRB- is the second studio album by rock band Blonde Redhead .
album	by	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_copulative	`` Lust for Blood '' is the eleventh original album by electro-industrial band Velvet Acid Christ .
give	in	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_possessive	In 1938 he was given command of the 2nd battalion Highland Light Infantry and his promotion to Lieutenant-Colonel was gazetted in 1939 .
go	in	verb	IntransitivePPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SPARQLPattern_EN_Intransitive_PP	It was abandoned after its mining operations stopped in 1938 and the Uintah Railway went out of business in 1939 .
prequel	to	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	Verheiden wrote `` Rebirth '' , the first regular-series episode of `` Caprica '' , the prequel to `` Battlestar Galactica '' .
spin-off	of	commonNoun	NounPPFrame	http://dbpedia.org/ontology/previousWork	http://lemon-model.net/lemon#subjOfProp	http://lemon-model.net/lemon#objOfProp	1	SparqlPattern_EN_Noun_PP_appos	In 2008 , he landed the role of Sam Adama on `` Caprica '' , a spin-off of `` Battlestar Galactica '' .
